Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
2016-09-09,,,,51.38,-1.72,,8.0,623.0,,,
2016-09-08,,,,53.1,1.79,,9.0,626.0,,,
2016-09-07,,,,51.31,0.82,,36.0,610.0,,,
2016-09-06,,,,50.49,-0.09,,33.0,577.0,,,
2016-09-05,,,,50.58,0.58,,11.0,567.0,,,
2016-09-02,,,,50.0,1.21,,1.0,566.0,,,
2016-09-01,,,,48.79,-1.31,,,566.0,,,
2016-08-31,,,,50.1,-1.7,,,566.0,,,
2016-08-30,,,,51.8,-0.63,,,566.0,,,
2016-08-29,,,,52.43,-0.64,,,566.0,,,
2016-08-26,,,,53.07,0.25,,24.0,566.0,,,
2016-08-25,,,,52.82,0.47,,,566.0,,,
2016-08-24,,,,52.35,-0.89,,,566.0,,,
2016-08-23,,,,53.24,0.77,,,566.0,,,
2016-08-22,,,,52.47,-1.36,,,566.0,,,
2016-08-19,,,,53.83,0.09,,,566.0,,,
2016-08-18,,,,53.74,0.97,,,566.0,,,
2016-08-17,,,,52.77,0.6,,,566.0,,,
2016-08-16,,,,52.17,0.67,,,566.0,,,
2016-08-15,,,,51.5,0.89,,1.0,566.0,,,
2016-08-12,,,,50.61,0.65,,,566.0,,,
2016-08-11,,,,49.96,1.38,,6.0,566.0,,,
2016-08-10,,,,48.58,-0.5,,,566.0,,,
2016-08-09,,,,49.08,-0.22,,,566.0,,,
2016-08-08,,,,49.3,0.8,,,566.0,,,
2016-08-05,,,,48.5,0.03,,1.0,566.0,,,
2016-08-04,,,,48.47,0.67,,1.0,566.0,,,
2016-08-03,,,,47.8,0.89,,,566.0,,,
2016-08-02,,,,46.91,-0.39,,,566.0,,,
2016-08-01,,,,47.3,-1.11,,,566.0,,,
2016-07-29,,,,48.41,0.36,,,566.0,,,
2016-07-28,,,,48.05,-0.85,,,566.0,,,
2016-07-27,,,,48.9,-1.15,,,566.0,,,
2016-07-26,,,,50.05,-0.17,,,566.0,,,
2016-07-25,,,,50.22,-0.58,,,566.0,,,
2016-07-22,,,,50.8,-0.42,,1.0,566.0,,,
2016-07-21,,,,51.22,-0.84,,,566.0,,,
2016-07-20,,,,52.06,0.55,,,566.0,,,
2016-07-19,,,,51.51,0.18,,,566.0,,,
2016-07-18,,,,51.33,-0.56,,,566.0,,,
2016-07-15,,,,51.89,-0.3,,,566.0,,,
2016-07-14,,,,52.19,0.56,,1.0,566.0,,,
2016-07-13,,,,51.63,-1.82,,,566.0,,,
2016-07-12,,,,53.45,1.46,,,566.0,,,
2016-07-11,,,,51.99,-0.04,,2.0,566.0,,,
2016-07-08,,,,52.03,0.45,,,566.0,,,
2016-07-07,,,,51.58,-1.93,,,566.0,,,
2016-07-06,,,,53.51,0.95,,,566.0,,,
2016-07-05,,,,52.56,-1.67,,,566.0,,,
2016-07-04,,,,54.23,-0.1,,,566.0,,,
2016-07-01,,,,54.33,1.04,,,566.0,,,
2016-06-30,,,,53.29,-1.37,,,566.0,,,
2016-06-29,,,,54.66,1.98,,,566.0,,,
2016-06-28,,,,52.68,1.77,,,566.0,,,
2016-06-27,,,,50.91,-0.8,,,566.0,,,
2016-06-24,,,,51.71,-2.14,,,566.0,,,
2016-06-23,,,,53.85,0.97,,,566.0,,,
2016-06-22,,,,52.88,-0.28,,2.0,566.0,,,
2016-06-21,,,,53.16,0.22,,,566.0,,,
2016-06-20,,,,52.94,1.23,,,566.0,,,
2016-06-17,,,,51.71,1.68,,,566.0,,,
2016-06-16,,,,50.03,-1.47,,,566.0,,,
2016-06-15,,,,51.5,-0.48,,,566.0,,,
2016-06-14,,,,51.98,-0.45,,,566.0,,,
2016-06-13,,,,52.43,-0.12,,,566.0,,,
2016-06-10,,,,52.55,-1.08,,,566.0,,,
2016-06-09,,,,53.63,-0.31,,,566.0,,,
2016-06-08,,,,53.94,0.7,,,566.0,,,
2016-06-07,,,,53.24,0.65,,,566.0,,,
2016-06-06,,,,52.59,0.85,,,566.0,,,
2016-06-03,,,,51.74,-0.54,,,566.0,,,
2016-06-02,,,,52.28,0.25,,,566.0,,,
2016-06-01,,,,52.03,-0.01,,,566.0,,,
2016-05-31,,,,52.04,-0.28,,,566.0,,,
2016-05-30,,,,52.32,0.18,,,566.0,,,
2016-05-27,,,,52.14,0.18,,,566.0,,,
2016-05-26,,,,51.96,0.05,,,566.0,,,
2016-05-25,,,,51.91,0.6,,,566.0,,,
2016-05-24,,,,51.31,0.34,,1.0,566.0,,,
2016-05-23,,,,50.97,-0.02,,,566.0,,,
2016-05-20,,,,50.99,-0.23,,,566.0,,,
2016-05-19,,,,51.22,-0.01,,,566.0,,,
2016-05-18,,,,51.23,0.08,,,566.0,,,
2016-05-17,,,,51.15,0.53,,1.0,566.0,,,
2016-05-16,,,,50.62,0.75,,2.0,567.0,,,
2016-05-13,,,,49.87,-0.63,,,567.0,,,
2016-05-12,,,,50.5,0.09,,,567.0,,,
2016-05-11,,,,50.41,1.24,,1.0,566.0,,,
2016-05-10,,,,49.17,1.28,,,566.0,,,
2016-05-09,,,,47.89,-1.2,,,566.0,,,
2016-05-06,,,,49.09,0.61,,,566.0,,,
2016-05-05,,,,48.48,0.29,,,566.0,,,
2016-05-04,,,,48.19,-0.07,,,566.0,,,
2016-05-03,,,,48.26,-0.62,,,566.0,,,
2016-05-02,,,,48.88,-0.92,,,566.0,,,
2016-04-29,,,,49.8,-0.26,,,566.0,,,
2016-04-28,,,,50.06,0.3,,,566.0,,,
2016-04-27,,,,49.76,1.0,,,566.0,,,
2016-04-26,,,,48.76,0.82,,,566.0,,,
2016-04-25,,,,47.94,-0.36,,,566.0,,,
2016-04-22,,,,48.3,0.7,,,566.0,,,
2016-04-21,,,,47.6,-0.6,,,566.0,,,
2016-04-20,,,,48.2,1.38,,,566.0,,,
2016-04-19,,,,46.82,0.84,,,566.0,,,
2016-04-18,,,,45.98,-0.28,,,566.0,,,
2016-04-15,,,,46.26,-1.0,,,566.0,,,
2016-04-14,,,,47.26,-0.5,,,566.0,,,
2016-04-13,,,,47.76,-0.12,,,566.0,,,
2016-04-12,,,,47.88,1.19,,,566.0,,,
2016-04-11,,,,46.69,0.74,,,566.0,,,
2016-04-08,,,,45.95,2.03,,,566.0,,,
2016-04-07,,,,43.92,-0.61,,,566.0,,,
2016-04-06,,,,44.53,1.4,,,566.0,,,
2016-04-05,,,,43.13,-0.39,,,566.0,,,
2016-04-04,,,,43.52,-1.09,,,566.0,,,
2016-04-01,,,,44.61,-1.51,,,566.0,,,
2016-03-31,,,,46.12,0.16,,,566.0,,,
2016-03-30,,,,45.96,0.52,,,566.0,,,
2016-03-29,,,,45.44,-0.38,,,566.0,,,
2016-03-28,,,,45.82,,,,566.0,,,
2016-03-24,,,,46.14,-0.24,,,566.0,,,
2016-03-23,,,,46.38,-0.89,,,566.0,,,
2016-03-22,,,,47.27,0.26,,,566.0,,,
2016-03-21,,,,47.01,0.22,,,566.0,,,
2016-03-18,,,,46.79,0.04,,,566.0,,,
2016-03-17,,,,46.75,0.56,,,566.0,,,
2016-03-16,,,,46.19,1.05,,,566.0,,,
2016-03-15,,,,45.14,-0.48,,,566.0,,,
2016-03-14,,,,45.62,-1.08,,,566.0,,,
2016-03-11,,,,46.7,0.41,,,566.0,,,
2016-03-10,,,,46.29,-0.57,,,566.0,,,
2016-03-09,,,,46.86,1.06,,,566.0,,,
2016-03-08,,,,45.8,-1.16,,,566.0,,,
2016-03-07,,,,46.96,1.62,,3.0,566.0,,,
2016-03-04,,,,45.34,1.2,,,566.0,,,
2016-03-03,,,,44.14,0.02,,,566.0,,,
2016-03-02,,,,44.12,-0.14,,,566.0,,,
2016-03-01,,,,44.26,0.16,,,566.0,,,
2016-02-29,,,,44.1,1.12,,,566.0,,,
2016-02-26,,,,42.98,-0.67,,,566.0,,,
2016-02-25,,,,43.65,0.13,,,566.0,,,
2016-02-24,,,,43.52,0.63,,,566.0,,,
2016-02-23,,,,42.89,-1.03,,,566.0,,,
2016-02-22,,,,43.92,1.13,,,566.0,,,
2016-02-19,,,,42.79,-1.0,,,566.0,,,
2016-02-18,,,,43.79,-0.63,,,566.0,,,
2016-02-17,,,,44.42,1.57,,11.0,566.0,,,
2016-02-16,,,,42.85,-1.2,,,566.0,,,
2016-02-15,,,,44.05,-0.15,,,566.0,,,
2016-02-12,,,,44.2,2.63,,,566.0,,,
2016-02-11,,,,41.57,-0.2,,,566.0,,,
2016-02-10,,,,41.77,0.55,,,566.0,,,
2016-02-09,,,,41.22,-2.67,,,566.0,,,
2016-02-08,,,,43.89,-0.55,,,566.0,,,
2016-02-05,,,,44.44,-0.05,,,566.0,,,
2016-02-04,,,,44.49,0.04,,,566.0,,,
2016-02-03,,,,44.45,1.27,,,566.0,,,
2016-02-02,,,,43.18,-0.9,,,566.0,,,
2016-02-01,,,,44.08,-1.41,,,566.0,,,
2016-01-29,,,,45.49,1.28,,,566.0,,,
2016-01-28,,,,44.21,0.83,,,576.0,,,
2016-01-27,,,,43.38,0.83,,,576.0,,,
2016-01-26,,,,42.55,0.87,,,585.0,,,
2016-01-25,,,,41.68,-0.6,,,585.0,,,
2016-01-22,,,,42.28,2.74,,,585.0,,,
2016-01-21,,,,39.54,0.69,,,585.0,,,
2016-01-20,38.79,38.84,38.76,38.85,-0.61,38.8,100.0,485.0,,,
2016-01-19,,,,39.46,0.1,,,485.0,,,
