Stock Quotes for BP,,,,,
Date,Dividends,,,Adjusted Close,Close
2016-02-10,0.6,,,,
2016-05-04,0.6,,,,
2016-08-03,0.6,,,,
2016-11-08,0.6,,,,
2017-02-15,0.6,,,,
2017-05-10,0.6,,,,
2017-08-09,0.6,,,,
2017/11/9,0.6,,,,
