Stock Quotes for KO,,,,,
Date,Dividends,,,Adjusted Close,Close
2016-03-11,0.35,,,,
2016-06-13,0.35,,,,
2016/9/13,0.35,,,,
2016-11-29,0.35,,,,
2017-03-13,0.37,,,,
2017-06-13,0.37,,,,
2017-09-14,0.37,,,,
2017-11-30,0.37,,,,
