"date","close","volume","open","high","low"
"2017/06/19","136.7400","588437.0000","136.1800","136.8100","136.1500"
"2017/06/16","135.6800","794709.0000","135.6900","135.6900","135.1000"
"2017/06/15","135.6700","1623550.0000","135.0500","135.7100","134.9100"
"2017/06/14","135.9500","2338206.0000","136.3000","136.3000","135.4200"
"2017/06/13","136.1300","2131642.0000","135.7800","136.1800","135.6100"
"2017/06/12","135.4100","998215.0000","135.3600","135.4700","134.8700"
"2017/06/09","135.4600","1388164.0000","135.8200","136.3300","134.6500"
"2017/06/08","135.6200","708724.0000","135.5800","135.9300","135.2700"
"2017/06/07","135.5500","1251944.0000","135.5600","135.6800","135.1000"
"2017/06/06","135.3200","486161.0000","135.3800","135.7300","135.2400"
"2017/06/05","135.7500","824754.0000","135.8000","135.9400","135.6500"
"2017/06/02","135.8500","807613.0000","135.5800","136.0200","135.3100"
"2017/06/01","135.4000","877524.0000","134.6100","135.4200","134.4400"
"2017/05/31","134.3100","927743.0000","134.4800","134.5300","133.7700"
"2017/05/30","134.3300","650954.0000","134.2700","134.4700","134.1400"
"2017/05/26","134.4700","437533.0000","134.3900","134.5700","134.3260"
"2017/05/25","134.5000","498193.0000","134.2300","134.6800","134.1200"
"2017/05/24","133.8800","1159874.0000","133.7600","133.9800","133.5300"
"2017/05/23","133.5500","659371.0000","133.5700","133.6900","133.2700"
"2017/05/22","133.2800","696416.0000","132.9600","133.4000","132.9000"
"2017/05/19","132.5900","954319.0000","132.0600","133.0300","131.9600"
"2017/05/18","131.6900","984752.0000","131.0300","132.2200","130.9300"
"2017/05/17","131.2300","993892.0000","132.5100","132.7400","131.1564"
"2017/05/16","133.5500","691517.0000","133.9900","133.9900","133.3250"
"2017/05/15","133.6600","840543.0000","133.1900","133.8000","133.1000"
"2017/05/12","132.9600","364733.0000","133.1000","133.1000","132.8000"
"2017/05/11","133.1900","642186.0000","133.2000","133.3000","132.4900"
"2017/05/10","133.4800","576965.0000","133.2200","133.5200","133.1100"
"2017/05/09","133.2500","2029137.0000","133.5800","133.6600","133.0700"
"2017/05/08","133.4000","295863.0000","133.4700","133.5600","133.0900"
"2017/05/05","133.4400","383604.0000","133.0300","133.4600","132.8600"
"2017/05/04","132.8200","634250.0000","132.9900","132.9900","132.2900"
"2017/05/03","132.7900","711939.0000","132.8200","132.9000","132.3600"
"2017/05/02","132.9700","493346.0000","133.1000","133.1700","132.7500"
"2017/05/01","132.9200","714535.0000","132.9000","133.2450","132.6600"
"2017/04/28","132.6100","720698.0000","133.1900","133.1900","132.5400"
"2017/04/27","132.9400","417030.0000","132.9900","133.1600","132.6200"
"2017/04/26","132.8800","671656.0000","132.9600","133.4500","132.8200"
"2017/04/25","132.8800","854280.0000","132.5300","133.1100","132.4800"
"2017/04/24","132.0700","1065037.0000","132.0900","132.2600","131.8200"
"2017/04/21","130.6900","781450.0000","131.1100","131.1200","130.4700"
"2017/04/20","131.1200","1201824.0000","130.4200","131.3700","130.2500"
"2017/04/19","130.0900","650514.0000","130.6700","130.8700","129.9300"
"2017/04/18","130.2500","844536.0000","130.2900","130.5500","129.8000"
"2017/04/17","130.5900","1047474.0000","129.6700","130.6100","129.6600"
