Date,Open,High,Low,Close,Adj Close,Volume
2018-03-05,83.260002,84.650002,83.080002,84.400002,84.104515,11028800
2018-03-06,84.589996,84.730003,83.860001,84.279999,83.984932,9573300
2018-03-07,83.559998,84.800003,83.529999,84.709999,84.413429,6868200
2018-03-08,84.940002,85.349998,84.800003,85.279999,84.981430,6403000
2018-03-09,85.800003,86.540001,85.480003,86.510002,86.207130,8253100
2018-03-12,86.540001,86.669998,86.040001,86.139999,85.838425,5760200
2018-03-13,86.470001,86.849998,86.059998,86.250000,85.948036,6400700
2018-03-14,86.550003,86.750000,85.550003,85.830002,85.529510,9416400
2018-03-15,86.129997,86.379997,85.580002,85.690002,85.389999,5883100
2018-03-16,85.379997,85.849998,85.379997,85.389999,85.389999,7067700
2018-03-19,85.230003,85.339996,83.330002,84.010002,84.010002,7190200
2018-03-20,84.199997,84.430000,83.650002,84.129997,84.129997,5534400
2018-03-21,84.269997,84.730003,83.699997,83.769997,83.769997,5498700
2018-03-22,82.959999,83.019997,81.220001,81.360001,81.360001,14648500
2018-03-23,81.440002,81.610001,79.610001,79.669998,79.669998,11049000
2018-03-26,80.570000,81.430000,79.650002,81.320000,81.320000,9183500
2018-03-27,81.610001,81.849998,79.900002,80.360001,80.360001,10948400
2018-03-28,80.589996,81.570000,80.480003,80.790001,80.790001,10146800
2018-03-29,81.220001,81.989998,80.669998,81.400002,81.400002,6914900
2018-04-02,81.059998,81.480003,78.739998,79.550003,79.550003,11364900
2018-04-03,79.980003,80.910004,79.489998,80.760002,80.760002,8590700
2018-04-04,79.790001,82.139999,79.790001,81.910004,81.910004,9079600
