Date,Open,High,Low,Close,Adj Close,Volume
2015-04-06,206.440002,208.449997,205.210007,207.830002,195.634827,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,195.117081,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,195.776016,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,196.642014,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,197.715134,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,196.820877,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,197.197418,73013500
2015-04-15,210.050003,211.039993,209.949997,210.429993,198.082260,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,198.025772,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,195.747772,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,197.536270,82969100
2015-04-21,210.669998,210.860001,209.240005,209.600006,197.300980,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,198.270523,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,198.769440,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,199.230652,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,198.402283,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,199.032959,86863500
2015-04-29,211.440002,211.440002,209.600006,210.570007,198.214035,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,196.227859,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,198.355225,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,198.920029,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,196.642014,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,195.832489,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,196.613770,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,199.202438,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,198.251724,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,197.658646,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,197.696304,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,199.757782,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,199.974304,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,200.595566,72785600
2015-05-19,213.240005,213.570007,212.690002,213.029999,200.529694,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,200.388504,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,200.972107,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,200.492035,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,198.336411,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,200.219055,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,199.993118,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,198.750595,111964800
2015-06-01,211.940002,212.339996,210.619995,211.570007,199.155380,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,198.957687,89527800
2015-06-03,212.000000,212.669998,211.330002,211.919998,199.484818,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,197.799881,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,197.460968,121704700
2015-06-08,209.639999,209.820007,208.389999,208.419998,196.190201,85339800
2015-06-09,208.449997,209.100006,207.690002,208.449997,196.218475,105034700
2015-06-10,209.369995,211.410004,209.300003,210.960007,198.581177,134551300
2015-06-11,211.479996,212.089996,211.199997,211.649994,199.230652,73876400
2015-06-12,210.639999,211.479996,209.679993,209.929993,197.611588,135382400
2015-06-15,208.639999,209.449997,207.789993,209.100006,196.830292,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,197.912811,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,198.232849,126708600
2015-06-18,211.309998,213.339996,210.630005,212.710007,200.228470,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,199.405533,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,200.427109,70696000
2015-06-23,212.139999,212.440002,211.570007,212.050003,200.578461,68476800
2015-06-24,211.720001,212.169998,210.470001,210.509995,199.121765,92307300
2015-06-25,211.100006,211.250000,209.770004,209.830002,198.478531,97107400
2015-06-26,210.289993,210.580002,209.160004,209.899994,198.544754,104174800
2015-06-29,208.050003,209.830002,205.330002,205.470001,194.354416,202621300
2015-06-30,207.259995,207.320007,205.279999,205.889999,194.751694,182925100
2015-07-01,207.729996,208.029999,206.559998,207.570007,196.340820,135979900
2015-07-02,208.070007,208.270004,206.809998,207.320007,196.104355,104373700
2015-07-06,205.770004,207.649994,205.529999,206.669998,195.489517,117975400
2015-07-07,206.960007,208.169998,204.110001,208.009995,196.757004,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,193.465286,164020100
2015-07-09,207.039993,207.350006,204.770004,204.800003,193.720673,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,196.255661,129456900
2015-07-13,208.990005,209.899994,208.940002,209.759995,198.412323,106069400
2015-07-14,209.720001,211.050003,209.649994,210.720001,199.320389,81709600
2015-07-15,210.729996,211.279999,210.039993,210.630005,199.235291,97914100
2015-07-16,211.869995,212.300003,211.580002,212.270004,200.786575,106683300
2015-07-17,212.289993,212.550003,211.800003,212.470001,200.975754,89030000
2015-07-20,212.750000,213.179993,212.210007,212.619995,201.117630,65523100
2015-07-21,212.429993,212.740005,211.389999,211.759995,200.304123,77965000
2015-07-22,210.929993,211.770004,210.889999,211.289993,199.859589,88667900
2015-07-23,211.529999,211.649994,209.750000,210.139999,198.771774,90509100
2015-07-24,210.300003,210.369995,207.600006,207.940002,196.690811,117755000
2015-07-27,208.000000,208.000000,206.259995,206.740005,195.555740,132361100
2015-07-28,207.789993,209.500000,206.800003,209.309998,197.986694,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,199.367691,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,199.414993,91304400
2015-07-31,211.419998,211.449997,210.160004,210.449997,199.065002,103266900
2015-08-03,210.460007,210.529999,208.649994,209.729996,198.383972,113965700
2015-08-04,209.699997,210.250000,208.800003,209.320007,197.996201,81820800
2015-08-05,210.449997,211.309998,209.729996,210.100006,198.733917,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,197.078613,116030800
2015-08-07,208.160004,208.339996,206.869995,207.919998,196.671860,117858000
2015-08-10,209.279999,210.669998,209.279999,210.630005,199.235291,80270700
2015-08-11,208.970001,209.470001,207.759995,208.660004,197.371841,117481700
2015-08-12,207.110001,209.139999,205.360001,208.919998,197.617783,172123700
2015-08-13,208.729996,209.550003,208.009995,208.699997,197.409714,89383300
2015-08-14,208.429993,209.509995,208.259995,209.360001,198.033981,69387000
2015-08-17,208.710007,210.589996,208.160004,210.559998,199.169052,79072600
2015-08-18,210.259995,210.679993,209.699997,209.929993,198.573151,71692700
2015-08-19,209.089996,210.009995,207.350006,208.279999,197.012405,172946000
2015-08-20,206.509995,208.289993,203.899994,204.009995,192.973404,194327900
2015-08-21,201.729996,203.940002,197.520004,197.630005,186.938538,346588500
2015-08-24,197.630005,197.630005,182.399994,189.550003,179.295670,507244300
2015-08-25,195.429993,195.449997,186.919998,187.229996,177.101181,369833100
2015-08-26,192.080002,194.789993,188.369995,194.679993,184.148117,339257000
2015-08-27,197.020004,199.419998,195.210007,199.160004,188.385773,274143900
2015-08-28,198.500000,199.839996,197.919998,199.240005,188.461472,160414400
2015-08-31,198.110001,199.130005,197.009995,197.539993,186.853394,154471400
2015-09-01,193.119995,194.770004,190.729996,191.770004,181.395569,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,184.838669,160269300
2015-09-03,196.259995,198.050003,194.960007,195.649994,185.065689,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,182.171204,207081000
2015-09-08,195.940002,197.610001,195.169998,197.460007,186.777771,116025700
2015-09-09,199.320007,199.470001,194.350006,194.759995,184.223816,140901400
2015-09-10,194.559998,197.220001,194.250000,195.850006,185.254852,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,186.096695,119691200
2015-09-14,196.949997,197.009995,195.429993,195.979996,185.377838,79452000
2015-09-15,196.610001,198.990005,195.960007,198.449997,187.714188,108455800
2015-09-16,198.820007,200.410004,198.410004,200.139999,189.312805,99581600
2015-09-17,200.020004,202.889999,199.279999,199.699997,188.896576,276046600
2015-09-18,195.710007,198.679993,194.960007,195.360001,185.752197,213315400
2015-09-21,196.440002,197.679993,195.210007,196.440002,186.779068,105726200
2015-09-22,193.880005,194.460007,192.559998,193.899994,184.364014,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,184.078751,92790600
2015-09-24,192.149994,193.449997,190.559998,192.929993,183.441696,159378800
2015-09-25,194.639999,195.000000,191.809998,192.869995,183.384659,155054800
2015-09-28,191.779999,191.910004,187.639999,187.910004,178.668594,178515900
2015-09-29,188.270004,189.740005,186.929993,188.080002,178.830246,159045600
2015-09-30,190.369995,191.830002,189.440002,191.589996,182.167618,152593200
2015-10-01,192.080002,192.490005,189.820007,192.130005,182.681046,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,185.409912,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,188.709274,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,188.062698,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,189.603027,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,191.314514,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,191.428589,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,191.609253,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,190.401703,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,189.488937,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,192.398453,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,193.273178,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,193.368256,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,193.121063,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,191.923035,102038000
2015-10-22,202.979996,205.509995,201.850006,205.210007,195.117783,174911700
2015-10-23,207.250000,207.949997,206.300003,207.520004,197.314163,144442300
2015-10-26,207.300003,207.369995,206.559998,206.990005,196.810257,69033000
2015-10-27,206.199997,207.000000,205.789993,206.570007,196.410904,77905800
